"https://suma-ev.de","SUMA-EV","Verein für freien Wissenszugang, Träger und Betreiber von MetaGer.de", "suma","suma ev","suma-ev"
"https://youtube.com/","YouTube","Internet-Videoportal","youtube","yt"
"https://vimeo.com/","Vimeo","Internet-Videoportal","vimeo"
"https://uni-hannover.de/de","Leibniz Universität Hannover","Gottfried Wilhelm Leibniz Universität Hannover","uni hannover","universität hannover","leibniz universität","luh","leibniz uni"
"http://religionen-entdecken.de/","religionen-entdecken.de","Eine Website, welche die großen Weltreligionen (auch) für Kinder und Jugendliche verständlich und übersichtlich beschreibt.","religion"
"https://maps.metager.de","Maps.MetaGer","Freier Routenplaner und Kartendienst/App von MetaGer ohne Nutzer-Tracking.","maps","karten","routenplaner","routenplanung"
"https://metager.de/app","MetaGer-Apps","Apps für die MetaGer-Suche und Kartendienst - ohne Nutzerüberwachung.","app","apps","smartphone","handy"
"http://multisuchsystem.de","Multisuchsystem für elektronische Zeitschriften.","Suchsystem & Literaturverwaltung für elektronische Zeitschriften.","Zeitschriften","Zeitschrift","Fachzeitschrift","Fachliteratur","Multisuchsystem"
